Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
03/20/2016,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"In a clearance interview a company was reported that I was not aware of. My credit report revealed a company SANTANDER Consumer U was owed XXXX plus from XXXX. I had never heard of this company, nor entered any agreement with them. I did have a car repossessed in XXXX I believe with an outstanding balance, but I never knew what it was because the car was sold at auction. I do know that it could not have been more than XXXX or XXXX XXXX if that much. They are reporting XXXX as outstanding with the last payment in XXXX. This is not correct. I am soon to face a XXXX because of this report to my credit. I did not know who this company was therefor I also appeared untruthful. I have made several financial mistakes in my life an am not the brightest in this area. But this can not be right. Only XXXX is reporting this debt. If I cant resolve this my military service could be in XXXX.",,SANTANDER CONSUMER USA HOLDINGS INC.,VA,223XX,Servicemember,Consent provided,Web,03/20/2016,Closed with explanation,Yes,No,1840666
06/09/2015,Student loan,Non-federal student loan,Can't repay my loan,Can't temporarily postpone payments,"XXXX University, XXXX, PAMy monthly payment is too much for me to afford. I do n't have anymore forbearance or deferment time left. i am going back to school in XXXX but i only have 8 months of in school deferment left. Navient has suggested that i lean on my co-signer, who cant afford to help these days, as well as go into default on my mortgage to make payments.",,"Navient Solutions, LLC.",CA,945XX,,Consent provided,Web,06/09/2015,Closed with explanation,Yes,No,1413306
08/10/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,44146,,Consent not provided,Web,08/18/2015,Closed with non-monetary relief,Yes,No,1511022
09/30/2015,Consumer Loan,Pawn loan,Applied for loan/did not receive money,,,,FIRST HERITAGE CREDIT LLC,LA,70301,,Consent not provided,Web,10/02/2015,Closed with explanation,Yes,No,1587690
01/06/2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,I had attended XXXX and was forced to take out the XXXX loan to attend school. I had to take out a {$22000.00} loan with a 14.9 % interest rate and had to make {$400.00} payments while I attended school. I was enrolled from XX/XX/XXXX to XX/XX/XXXX. I was told by a few of my former classmates that they had received a reduction in their balance. I was curious what the criteria was to receive the reduction?,,"CITIZENS FINANCIAL GROUP, INC.",MI,488XX,,Consent provided,Web,01/06/2017,Closed with explanation,Yes,No,2278929
05/06/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,i gave a vehicle away signed a bill of sale and turned in a release of liability to the dmv 6 plus years after i have a report on my XXXX that i have a XXXX dollar debt for the vehicle after it was impounded.i contacted the reporting persons and was told that because the other party had not followed through i was responsible even though the XXXX couldnt find a record of me owning the vehicle.i tried working with this company providing all the info i could for them even though the dmv wasnt able to find my name attached to this vehicle and refused to investagate anything,,FINEX Group LLC,CA,953XX,,Consent provided,Web,05/06/2016,Closed with explanation,No,No,1914423
08/29/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,I had received several letters from XXXX XXXX XXXX XXXX XXXX agreeing to remove both accounts from my Experian Credit file. I have fax these letters to Experian multiple time now and the information is still reporting on my credit file. This has been a concern to me because when a consumer is being honest about different situations they go through with these credit agencies it seem like we still get XXXX. In other cases communicating with the credit agencies trying to stay on top of things one representative states they received my documents and talk to another and they claim they have n't receive anything.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MD,206XX,,Consent provided,Web,09/01/2016,Closed with explanation,Yes,No,2086775
03/13/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,IL,60620,,N/A,Web,03/13/2015,Closed with explanation,Yes,No,1282972
03/30/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"I filed a complain against Chase Mortgage on XX/XX/XXXX. Before I filed the complain I contacted them approximately one week before. I began getting disturbing letter from them. Attached are some of the letters. I feel that they are harrassing me because of the complaint. I have never gotten any letters like this before from Chase Mortgage before. I did not ask them to sell my house I never asked them for a loan. I do not know anything about a short sale. I did not call them in regards to anything remoting pertaining to that. I was called by XXXX XXXX XXXX XX/XX/XXXX the evening of my complaint and she asked me questions about the situation and I responded to them she told me that she will get back with me on XX/XX/XXXX but she did not call me back. I received a call from her XX/XX/XXXX, she told me that she found documentation to show that chase paid off a {$19000.00} credit card loan for me in XX/XX/XXXX. I told her that did not happen and I have never ran up a credit card for that amount of money in my life and that I only have XXXX credit card. She said that I may have forgotten that I did and I may want to pull my credit report because it shows that on my credit report. She told me to call my bank the XXXX XXXX credit union because my credit report shows the pay off. I told her it was impossible and I have never put that much credit on my credit card in my life. She continued to insist that I did it and can not remember I felt that she was forcing me to admit to something that I did not do. I am not sure why she pulled my credit report because I did not give Chase permission or authorize them to do. I asked her to fax a copy of the documentation that she discovered but she refused to do so and told me that she had no way of faxing or e-mail ing this information to me and she would send it in the mail to consumer protection. I am very concerning about this kind of behavior especially having my mortgage loan with Chase. What type of people are they giving access to my information? She kept asking me if I had documentation for the loan and I kept telling her no otherwise I would not have called them. This harassment must stop.",,JPMORGAN CHASE & CO.,MD,207XX,,Consent provided,Web,03/30/2015,Closed with explanation,Yes,No,1306571
05/21/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. BANCORP,MN,56374,,N/A,Referral,05/21/2012,Closed without relief,Yes,No,110
03/04/2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"ONEMAIN FINANCIAL HOLDINGS, LLC.",NC,27597,,Consent not provided,Web,03/04/2017,Closed with explanation,Yes,No,2371642
01/10/2017,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,TD BANK US HOLDING COMPANY,MA,01730,,Consent not provided,Web,01/10/2017,Closed with explanation,Yes,No,2282562
05/21/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,IL,60176,,N/A,Referral,05/29/2012,Closed with non-monetary relief,Yes,No,37
02/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,22192,,N/A,Web,02/13/2013,Closed with explanation,Yes,No,309231
03/16/2016,Credit card,,Other,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,32082,,Consent not provided,Web,03/16/2016,Closed with non-monetary relief,Yes,No,1835183
10/28/2016,Credit reporting,,Incorrect information on credit report,Personal information,Hello. I never make any changes about my address. I live in XXXX XXXX XXXX XXXX XXXX XXXX ny XXXX. They been confused about my daughter information because she move at XXXX XXXX XXXX and she make mistake at the pistal office to request my mail to her address because she didnt mark individual. I have to clarifing in banks and also calls the credit cards to send me the bills to my address. I m so sorry for the inconvenience. Thanks so much,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,104XX,,Consent provided,Web,10/28/2016,Closed with non-monetary relief,Yes,No,2183588
12/17/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Experian Information Solutions Inc.,,,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,636245
05/08/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,CA,91335,,N/A,Web,05/10/2012,Closed with explanation,Yes,No,73764
12/27/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BAYVIEW LOAN SERVICING, LLC",FL,33469,,N/A,Web,12/27/2013,Closed with explanation,Yes,Yes,647858
03/31/2015,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Years ago when they first harassed me about this issue I asked them to send me the application form where I signed that I understood that I would be charged extra for any pet damages since I had already paid additional every month to have my pet ( that would have been covered for damages ) Also, I wanted photos of the damages because the property manager had told me no one would be available for a walk through with me when I left the apartment so this whole thing seems like a scam to me to get money. They never contacted me again after I requested this information.",Company believes it acted appropriately as authorized by contract or law,"Hunter Warfield, Inc.",VA,201XX,,Consent provided,Web,03/31/2015,Closed with explanation,Yes,No,1308535
02/24/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,MD,21075,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,728119
05/15/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian Information Solutions Inc.,TX,77489,,N/A,Web,05/15/2014,Closed with explanation,Yes,No,854465
03/18/2013,Credit card,,Billing disputes,,,,U.S. BANCORP,TN,37076,,N/A,Fax,03/19/2013,Closed with monetary relief,Yes,Yes,358549
10/05/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,"EQUIFAX, INC.",FL,34684,,Consent not provided,Web,10/05/2015,Closed with explanation,Yes,No,1593677
07/06/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"XXXX previous case numberSince my last written complaint, Nationstar approved a HAMP but not what was originally agreed to ( Did not take off my ex husband or give me the interest rate offered by Aurora Bank ). My payment went up with this version of the HAMP but I was told my ex husband who is on the loan would be removed with this new HAMP. So, in order to get my ex husband off the loan I agreed and signed the HAMP. When I received the HAMP paperwork, I was shocked and dismayed my ex husband was still on the paperwork and I got a higher interest rate. Upon calling my rep, he explained that he would attach my divorce decree and quit claim deed where the property was quit claimed to me solely by my ex husband that this would remove his name from the loan. So, I signed and returned the paperwork regardless of the higher rate to attain this end. I attaching the email from the Nationstar rep stating that his name would be removed. I signed the paperwork with my ex husbands name on it without his signature. Nationstar signed and recorded this document ( see attached ). My ex husband served me with a lawsuit for not making payments, ruined his credit, and for not taking him off the loan. When I called Nationstar about this the said they will not remove his name off the loan, even with the paperwork I signed, the proof I sent, and the written email from their company. Now I come to find out that they fraudulently manipulated my credit report to show late payments that never occured putting my payments in a suspense account. All of my payments have been on time and I have copies of the cancelled checks to prove it so. They admitted their manipulation of the credit report however it also affected my ex husbands credit report. Their fraudulent actions not only affected me but my ex husband as well, from which I understand this is a federal offense. I am now in the XXXX year of this process. I accepted Auroras offer at 2 % and taking my ex husbands name off the loan, upon the sale of this loan to Nationstar they claim they lost the paperwork ( funny how they said they lost it but yet they accepted modified payments they said they lost XXXX. So I had to start the process all over again. I have now had to hire XXXX attorneys to try and straighten out this mess. One to defend my husbands lawsuit and the other to make Nationstar do what the said in writing. We are still going back and forth with Nationstar to do what they said. XXXX If you would like to verify that last sentence you may contact my ex father in law which I can supply his name and number if requested.",,NATIONSTAR MORTGAGE,GA,305XX,,Consent provided,Web,07/06/2015,Closed with explanation,Yes,No,1453603
